polis_number,Name,Latitude,Longitude,Hellenicity,Fame,Size,Colonies,Regime,Delian
980,Phaistos,35.051208,24.813089,most Greek,2.37,25-100 km sq,0,,not in Delian League
981,Phalasarna,35.505997,23.5754855,most Greek,1.5,100-200 km sq,0,,not in Delian League
982,Polichne,35.487137,23.895571,most Greek,1,25-100 km sq,0,,not in Delian League
983,Polyrhen,35.466785,23.657098,most Greek,2,100-200 km sq,0,,not in Delian League
984,Praisos,35.141666,26.089695,most Greek,2.25,100-200 km sq,0,,not in Delian League
985,Priansos,35.045887,25.258393,most Greek,1.25,100-200 km sq,0,,not in Delian League
986,Rhaukos,35.228138,25.024828,most Greek,1,25-100 km sq,0,,not in Delian League
987,Rhithymnos,35.371092,24.472091,most Greek,1,100-200 km sq,0,,not in Delian League
988,Rhitten,35.006393,24.95067,most Greek,1.5,0-25 km sq,0,,not in Delian League
989,Stalai,35.04036665,25.969845,most Greek,0.87,0-25 km sq,0,,not in Delian League
990,Sybrita,35.25874,24.639291,most Greek,1.75,25-100 km sq,0,,not in Delian League
991,Tarrha,35.236215,23.970017,most Greek,1,25-100 km sq,0,,not in Delian League
992,Tylisos,35.295075,25.015797,most Greek,1.75,25-100 km sq,0,,not in Delian League
993,Brikindera,36.33333333,28.16666667,most Greek,0.75,,0,,in Delian League
994,Diakrioi,,,most Greek,0.37,,0,,in Delian League
995,Ialysos,36.41451,28.15629,most Greek,3.5,200-500 km sq,0,evidence of democracy,in Delian League
996,Kamiros,36.336185,27.921195,most Greek,3.62,200-500 km sq,0,evidence of democracy,in Delian League
997,Lindos,36.0912206,28.0882029,most Greek,5.12,500 km sq or more,2,evidence of democracy,in Delian League
998,Oiai,35.329926,25.215264,most Greek,0.37,,0,,in Delian League
999,Pedieis,,,most Greek,0.37,,0,,in Delian League
1000,Rhodos,36.440683,28.21672267,most Greek,7,500 km sq or more,3,evidence of democracy,not in Delian League
1001,Aspendos,36.9394094,31.17021537,most barbarian,2.25,200-500 km sq,0,,in Delian League
1002,Idyros,36.60261,30.559807,,1.5,,0,,in Delian League
1003,Perge,36.96000873,30.8530306,most barbarian,1.25,500 km sq or more,0,,in Delian League
1004,Side,36.772309,31.3940885,most barbarian,2.12,200-500 km sq,0,,not in Delian League
1005,Aphrodisias,36.157963,33.685873,,0.87,200-500 km sq,0,,not in Delian League
1006,Holmoi,36.3203745,33.8805755,most Greek,0.5,,0,,not in Delian League
1007,Issos,36.8402925,36.1950485,,0.75,,0,,not in Delian League
1008,Kelenderis,36.142487,33.318106,most Greek,0.75,,0,,in Delian League
1009,Mallos,36.7395805,35.453557,most barbarian,1,,0,,not in Delian League
1010,Nagidos,36.09551533,32.95064833,most Greek,0.75,,0,,not in Delian League
1011,Soloi,36.74005567,34.53922167,most Greek,1.5,200-500 km sq,0,evidence of democracy,not in Delian League
1012,Amathous,34.712264,33.13708095,most barbarian,1.25,500 km sq or more,0,no evidence of democracy,not in Delian League
1013,Idalion,35.01573665,33.42376815,most barbarian,1.5,500 km sq or more,0,no evidence of democracy,not in Delian League
1014,Karpasia,35.626206,34.369934,most Greek,0.62,500 km sq or more,0,,not in Delian League
1015,Keryneia,35.337334,33.321417,,0.37,500 km sq or more,0,,not in Delian League
1016,Kourion,34.6662275,32.883723,most Greek,0.62,500 km sq or more,0,no evidence of democracy,not in Delian League
1017,Lapethos,35.350592,33.202109,most barbarian,0.62,500 km sq or more,0,no evidence of democracy,not in Delian League
1018,Marion,35.037245,32.436032,most Greek,1,500 km sq or more,0,no evidence of democracy,not in Delian League
1019,Paphos,34.7053255,32.579086,most Greek,1.62,500 km sq or more,0,no evidence of democracy,not in Delian League
1020,Salamis,35.1799505,33.9030525,most Greek,1.75,500 km sq or more,0,no evidence of democracy,not in Delian League
1021,Soloi,35.138224,32.813067,most Greek,1,500 km sq or more,0,no evidence of democracy,not in Delian League
1022,Posideion,35.847777,35.824785,most barbarian,1,0-25 km sq,0,,not in Delian League
1023,Naukratis,30.900508,30.5919275,most barbarian,4.25,,0,,not in Delian League
1024,Oasis,,,most Greek,0.12,,0,,not in Delian League
1025,Barke,32.49965333,20.87174333,most Greek,2.5,200-500 km sq,0,no evidence of democracy,not in Delian League
1026,Euhesperides,32.109789,20.091198,most Greek,2.5,25-100 km sq,0,no evidence of democracy,not in Delian League
1027,Kinyps,32.527937,14.447329,most Greek,0.25,,0,,not in Delian League
1028,Kyrene,32.823041,21.85727,most Greek,7.37,500 km sq or more,3,evidence of democracy,not in Delian League
1029,Taucheira,32.53639933,20.56729767,most Greek,1.75,100-200 km sq,0,,not in Delian League
1030,Astraiousioi,,,most Greek,0.12,,0,,not in Delian League
1031,Erodioi,,,most Greek,0.25,,0,,in Delian League
1032,Eurymachitai,,,most Greek,0.25,,0,,in Delian League
1033,Kystiros,,,most Greek,0.37,,0,,in Delian League
1034,Lechoioi,,,most Greek,0.12,,0,,not in Delian League
1035,Phytaioi,,,most Greek,0.12,,0,,not in Delian League
